name,score
Domaine Lafond Roc-Epine Chateauneuf-du-Pape Les Cailloux Cuvee Series Commee 2011 ,0.736842105
Colgin IX Estate Red 2011 ,1
Drew The Ornbaun Syrah 2015 ,0.964285714
Brundlmayer Old Sparky Cabernet Sauvignon Reserve 2013 ,0.821052632
Pecchenino San Luigi Rose 2016 ,0.746666667
Vina Jeon Premier Cru Rouge 2015 ,0.675
Helen &amp; Joey Parades Grand Cru 2000 ,0.643678161
Domaine Francois Legros Altenberg Graat Bubble Moscato d'Asti Sori Suno Nero ,0.530612245
Floreme Westerwood Chardonnay 2016 ,0.754098361
Fowles Wine Farm Los Casineta 2008 ,0.712328767
Secret Indulgence Cabernet Sauvignon 2016 ,0.803921569
Big Basin Monterey Pinot Noir 2014 ,1
Cono Sur 2000 ,0.6875
Bond View White Label Gift Noir Pinot Noir 2015 ,0.681318681
Bergstrom Grumiere Cotes Du Rhone 2014 ,0.712328767
Hayes Red 2014 ,0.727272727
Futo 2017 ,0.9
Domaine de Colette Morgeot Clos de la Chapel of Grenache 2017 ,0.655462185
Yalumba The Hentine Rose 2017 ,0.680851064
B.R. Cohn Olive Hill Estate Cabernet Sauvignon 2014 ,0.980769231
Four Graces Pinot Noir 2013 ,0.964285714
Tinz Coppier Cabernet Sauvignon ,0.774193548
Savenerd Pinot Noir 2016 ,0.88
Cline Lone Pinot Noir 2016 ,0.857142857
Chappellet Sonoma Coast Late Haut de Susuma Red 2013 ,0.574468085
Niepoort Dry White Wine Glass - Set of 4 ,0.784810127
Hirand Estate Red 2011 ,0.775510204
Tolosa Winery Estate Pinot Noir 2004 ,0.945945946
Clos Pegase Mitsuko's 2013 ,0.742857143
Montinore Reserve Pinot Noir 2014 ,0.970588235
Substance Super Substance Jack's Crown Cabernet Sauvignon 2014 ,0.933333333
Cass Winery Grenache 2015 ,1
Hook Winery Tempranillo 2014 ,0.838709677
J.J. Christoffel Urziger Vineyard Chardonnay 2015 ,0.714285714
Cass Winery Ground Chardonnay 2016 ,0.761904762
Steele Cuvee Chardonnay 2017 ,0.965517241
Tyler Winery Zotovich Family Vineyard Petite Sirah 2016 ,0.818181818
Roots Run Deep Educated Guess Pinot Noir (375ML half-bottle) 2015 ,0.803571429
Sonoma Coast Russian River Pinot Noir 2017 ,0.847058824
Crossbarn by Paul Hobbs Napa Valley Cabernet Sauvignon 2016 ,0.983333333
Steele Cuvee Chardonnay 2015 ,0.965517241
Veuve Clicquot Vintage Brut 2008 ,1
Klinker Brut Rose 2016 ,0.744186047
Four Vines The Kinker Cabernet Sauvignon 2015 ,0.97826087
Timbre Applavina 2014 ,0.653846154
Camigliano Colda Rose 2017 ,0.666666667
Jean-Louis Chave Selection Crozes-Hermitage Silene 2014 ,0.982142857
Clos Cibonne Cuvee Speciale Brut Champagne ,0.780487805
Fessina Pertimali Chardonnay 2014 ,0.746268657
Consilience Gold Cuvee Les Amours 2014 ,0.683544304
Bennet-Chaudije Saint-Joseph le Grand Courtage Rose ,0.647058824
Feorges Basso Dolcetto 2016 ,0.654545455
Beckon Pinot Noir 2016 ,0.869565217
Cypress Cabernet Sauvignon 2016 ,1
Filus Malbec 2016 ,1
Georges Vernay Cotes de Bellene Nuits-St-Georges Aux Thorey-Chambertin 2013 ,0.624113475
Chateau Mouton Rothschild (Futures Pre-Sale) 2016 ,1
Cherry Picker Merlot 2015 ,0.961538462
Provenance Vineyards Reserve Claret 2014 ,0.860465116
Cambiata Winery Pinot Gris 2016 ,0.875
Cense Vino Nobile di Montepulciano Riserva 2013 ,0.868686869
Philippe Faury Sonoma Coast Pinot Noir 2016 ,0.850574713
Rinaldi Pink! Moscato 2017 ,0.821428571
Domaine Dujac Fils &amp; Pere Clos des Mouchet 2014 ,0.824561404
Joseph Jewell Hallberg Vineyard Pinot Noir 2013 ,0.979166667
Murphy-Goolten Vineyards Estate Cabernet Sauvignon 2016 ,0.851851852
William Hill Central Coast Cabernet Sauvignon 2014 ,0.88
Domaine Fouassier L'Envoye Bourgogne Chardonnay 2015 ,0.770833333
Vina Alicia Los Carneros Vieilles Vignes 2015 ,0.729411765
Acumintini Fallue Blanc 2014 ,0.678571429
Ruggeri Giacosano Tenuta di Grdenda Reserva 2011 ,0.58974359
Adelaida Kear Old Tawny Port ,0.721311475
Valley of the Moonseire Vessefonczio Vineyard Clone Pinot Noir 2015 ,0.666666667
Uppercut Sauvignon Blanc 2017 ,0.966666667
Red Diamond Malbec 2016 ,0.958333333
Chalk Hill Estate Krothschill Pinot Noir 2016 ,0.825
Concannon Petite Sirah 2016 ,1
Tenuta di Bisevation Tinto 2015 ,0.761904762
Perez Cruz Liguai 2009 ,1
Bouchard Pere &amp; Fils Gevrey-Chambertin Clos de Bezes 2016 ,0.872727273
Lost Angel Charmowa Rose 2017 ,0.807017544
Mas Amiel Vertigoque 2013 ,0.897959184
Bodegas Renacer Punto Coleccion Palo Cortado Sherry (375ML) ,0.661016949
Pulenta Guon Fils Petit Chablis 2017 ,0.676056338
Crowley La Clapiere Cuvee Alie 2015 ,0.666666667
Il Poggione Rosso di Montalcino 2015 ,1
Continuur Sauvignon Blanc 2014 ,0.833333333
Morgan Grenache 2015 ,0.75
Caiarossa Coltei 2015 ,0.756756757
Luce Della Villa Russiz Reserve 2006 ,0.636363636
Vina Cobos Brut ,0.588235294
Walter Hanselli Vineyards Zeltinger Hidsen The Bee Flor Lecht Pere Cabernet Sauvignon 2015 ,0.624113475
Wild Horse GSM 2014 ,0.95
Domaine Buisson-Charles Fagonet Pinot Noir 2015 ,0.75862069
Mountahaja Merlot 2015 ,0.744186047
Volertini Plure Pinot Noir 2016 ,0.771929825
Joseph Carr Chardonnay 2016 ,1
Domaine des Ecrance Grenache 2015 ,0.753623188
Cellar No. 8 Pinot Noir 2017 ,0.965517241
Penfolds Bix MontepIif de Rouge 2014 ,0.620689655
Point Rowst Chardonnay 2014 ,0.814814815
Mount Eden Vineyards Estate Gamily Pinot Noir 2017 ,0.905263158
Badia a Colteia Blanc de Blancs ,0.724137931
California Cabernet Sauvignon 2006 ,0.883116883
Noon Echels Rose 2017 ,0.755555556
Schiefer Carneros Chardonnay 2015 ,0.878787879
Smith Story Lakota's Vineyard Cabernet Sauvignon 2009 ,0.825688073
Marchesi di Barolo Terra di Lamole Pedona Mencia 2015 ,0.708333333
William Hill Pinot Noir 2015 ,1
Tuck Beckstoffer Hoght 2 and Dr. Petite Sirah 2016 ,0.714285714
Chereau Carre les Desjars 2014 ,0.654545455
Babcock Estate Giosy 2016 ,0.693877551
Chateau Ducru-Beaucaillou Croix de Beaucaillou (1.5 Liter Magnum) 2014 ,0.802816901
Feudo Zirtarine Lambrusco 2015 ,0.666666667
Patrick Piuze Chablis Terroir Les Foluertees 2015 ,0.875
Kings Ridge Vineyard Pinot Noir 2002 ,0.819277108
Reguengo de Roncier Albarino 2017 ,0.690909091
Cline Cashmere White 2017 ,1
Billaud-Simon Chablis Les Clos Grand Cru 2014 ,0.884210526
Gregory Graham Crimson Hill Vineyard Pinot Noir 2016 ,0.851485149
Pride Mountain Blanco 2014 ,0.745098039
Robert Mondavi Napa Valley Cabernet Sauvignon 2014 ,0.980392157
Berger Zweigelt (1 Liter) 2016 ,1
Veiling Vineyard Chardonnay 2016 ,0.835820896
Banfi Rosa Regale Bianco 2016 ,0.857142857
Domaine Faiveley Gillour 2015 ,0.833333333
Niepoort Dollares Riesling 2017 ,0.709677419
Joseph Drouhin Chassagne-Montrachet 2016 ,0.975609756
Ancien Wines Mira Vineyard Pinot Noir 2010 ,0.930232558
Jean et Schipsed Vineyard Chelse Immarine 2007 ,0.620689655
Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2015 ,1
Chateau de Equites Leflais Loup 2016 ,0.648648649
Wrath EX Sauvignon Blanc 2017 ,1
Tinga Reserve Chardonnay 2015 ,1
Domaine Lafond Lirac Rouge 2016 ,0.837837838
Titus Zinfandel 2017 ,0.952380952
Anthonij Russian River Chardonnay 2013 ,0.853333333
Albert Bichot Cremant de Bourgogne Blanc de Blancs ,0.935779817
A.P. Kin Cabernet Sauvignon 2015 ,0.857142857
Bouchard Pere &amp; Fils Beaune Clos des Folgee 2015 ,0.8
Yarden Cabernet Sauvignon 2016 ,0.967741935
Domaine Fouassier Sancerre Le Peu de lussian Rioja 2012 ,0.712871287
Undurraga Sibaris Cabernet Sauvignon Graffiti Magnum Glasses - Set of 4 ,0.724409449
Clos du Bois Savoy Vineyard Merlot 2013 ,0.763157895
Handpicked Wines Clos Laro Fresc ,0.6
Ojai Roll Ranch Viognier 2016 ,1
King Chardonnay 2017 ,0.88372093
PKNT Reserve Russian River Pinot Noir 2016 ,0.835443038
Joseph Phelps Cabernet Sauvignon 2017 ,0.973684211
Col de Salici de San Vicente 2012 ,0.666666667
CADE Reserve Pinot Noir 2014 ,0.838709677
Compania Flor de Crus Vintage Brut 2008 ,0.675324675
Chateau Puech-Haut Prestige Rose ,0.929577465
Masicibera del Duero Crianza 2012 ,0.773333333
Kuleto Estate Cabernet Sauvignon 2003 ,0.891566265
Kosta Browne Saut Pinot Grigio 2017 ,0.761904762
Verite La Muse 2012 ,1
Chateau de Puligny-Montrachet Chassagne-Montrachet Les Chaumees Premier Cru 2015 ,0.864197531
Blandy's Bual Pinot Noir 2015 ,0.807017544
St. Ubby touveau 2015 ,0.590909091
Talbott SIX Sancerre Rouge 2017 ,0.656716418
Il Mourvaeille Chardonnay 2016 ,0.771929825
Catena Zapata Adrianna Loose Quartzenet Gewurztraminer 2015 ,0.625
Parducci Small Lot Blend Pinot Noir 2015 ,0.975609756
Bodegas Callia Bella 2017 ,1
Lucas &amp; Lewellen Chardonnay 2016 ,1
Chateau La Garde Writer Madeira ,0.684931507
Mount Envoy Johnson Vineyard Pinot Noir 2016 ,0.821052632
Donnafugata Berthibfrane 2014 ,0.75
Tomaiolli Chianti Classico 2016 ,0.920634921
Claiborne &amp; Churchill Pinot Noir 2015 ,1
Musso Rose 2016 ,0.8
Cinnabar Slandon Radicia 2012 ,0.612903226
Continuuma Negra 2016 ,0.756756757
Fausse Piste Annes Gemblers - Set of 2 ,0.64
Vina Cobos Bramare Marcani Cabernet Sauvignon 2015 ,0.867256637
Abacela Barrel-Syrah 2013 ,0.625
Domaine Fernand &amp; Laurent Pillot Cuvee Tradition Pinot Noir 2016 ,0.727272727
Gusbourne Brut &amp; Neuhaus Belgian Chocolates ,0.774774775
Arima Rosso di Montalcino 2015 ,0.90625
Belle Ambiance Leap Winery The Pepper Pouilly Fume 2013 ,0.611764706
Underwood Rose 2017 ,1
Zestos Fernhard Chardonnay 2014 ,0.763636364
Chateau Pape Clement (Futures Pre-Sale) 2016 ,1
Chateau La Mission Haut-Zuy La Trum Pinot Noir 2015 ,0.75862069
Batia Bin Pinot Noir 2016 ,0.821428571
Domaine de la Tourille Chassagne-Montrachet Clos du Prieuree Blanc 2012 ,0.778625954
Tour des Gener Proprietary Red 2007 ,0.761904762
Domaine Follin-Arbeleno del Portus Saint-Joseph Fraugers (Futures Pre-Sale) 2017 ,0.587301587
Kooyong Fessy Province Sauvignon Blanc 2016 ,0.784810127
Sonnet Black Ridge Pinot Noir 2013 ,0.971428571
Bokisch Vineyards Tempranillo 2017 ,0.971428571
Collosorbo Brunello di Montalcino Riserva Bella 2015 ,0.92
Amici Malbec 2014 ,0.8
Giovanni Rosso Barbera d'Asti 2016 ,0.764705882
Clau de Nell Cabernet Sauvignon 2012 ,0.835820896
Philippe Pacalet Meursault Vieilles Vignes 2015 ,0.718446602
Feudo Zirtari Nicilia 2015 ,0.707692308
Bucklin Old Hill Ranch Ancient Vines Zinfandel 2016 ,0.918367347
Sobon Enemignon Clasico 2014 ,0.655737705
Soter Vineyards North Red Blend 2014 ,0.76056338
Cottonizia Reserva Seco Cuco ,0.542372881
Case Pinot Noir 2015 ,0.87804878
Tenuta delle Terre Nerabeia 2016 ,0.767123288
Domaine des Courrilles Volnay Clos des Chenes Premier Cru Montpailesis (375ML half-bottle) 2014 ,0.674285714
Domaine Vincent Dampt Chablis 2015 ,1
Tangley Oaks North Coast Merlot 2017 ,0.774193548
Vineyard 7 and 8 Correla Chardonnay 2017 ,0.839506173
Anaba Turbine Red Blend 2016 ,0.846153846
Gilbari Niente Winery Merlot 2016 ,0.724137931
Andis Cabernet Franc 2013 ,0.961538462
Cloudy Bay Sauvignon Blanc 2015 ,0.96875
Bodegas Nekeas Vega Sindoa Cabernet Sauvignon 2014 ,1
Giornata Santa Lucia Highlands Charlemagne Glasses - Set of 4 ,0.626262626
Six Degrees Cellars Merlot 2014 ,0.794117647
Stag's Leap Wine Cellars KARIA Chardonnay 2013 ,0.978723404
Felsina Chianti Classico Riserva Rancia (1.5 Liter Magnum) 1996 ,0.953125
Animo by Michael Mondavi Red Blend 2016 ,0.741573034
Banfi Chianti Classico 2016 ,1
Wayfarer Zin de Pilge Chardonnay 2011 ,0.761904762
Slingshot Sauvignon Blanc 2017 ,0.967741935
Clos Fourtet (1.5 Liter Magnum) 2000 ,0.789473684
Stag's Leap Wine Cellars Sauvignon Blanc 2014 ,0.918367347
Bleaux 2016 ,0.625
Sebastiani by Charlier Lambrauge 2014 ,0.594594595
Niner Edna Valley Syrah 2015 ,0.764705882
Philippe Foreau Vouvray 2013 ,0.903225806
Menage a Trois White Blend 2017 ,1
Booker Vineyard Albarino 2016 ,0.827586207
Chateau de Segries Tavel Rose 2016 ,0.971428571
Fowles Wine Farm to Table SW Scephen Chardonnay 2016 ,0.884210526
Blue Farm Albarino 2017 ,0.85106383
Avalonkon Escolition Pinot Gris 2016 ,0.698412698
Philipponnat Royall-Beguis Chardonnay 2015 ,0.704225352
Bouchard Pere &amp; Fils Volnay Clos des Polus Blanc 2014 ,0.780487805
Chateau Ste. Michelle Cabernet Sauvignon 2013 ,0.97826087
Coates Vineyards Organic Merlot 2014 ,1
Beringer Luminus Chardonnay 2011 ,0.96969697
Pecchenino Siri Rose 2017 ,0.697674419
Kata Beckstoffer To Kalon Cabernet Sauvignon 2007 ,0.884615385
Gruet Blanc de Blancs 49 2015 ,0.912280702
Ruca Malen Yauquen Malbec 2015 ,1
Valdespino Fino ViRa Buller Fermented 2009 ,0.617647059
Duckhorn Napa Valley Chardonnay 2017 ,1
Ceretto Rossana Dolcetto 2013 ,0.865671642
Roots Run Deep Estate Sauvignon Blanc 2017 ,0.8
Laige Julia's Vineyard Merlot 2014 ,0.722222222
Ladoucette Les Lumaires Premier Cru 2016 ,0.666666667
Villa Creek JaCJuE Red Blend 2012 ,0.754098361
Leone de Celler ,0.631578947
Line 39 Sauvignon Blanc 2015 ,0.965517241
Imblebourt Mortet Gevrey-Chambertin Mes Cinq Terroirs 2016 ,0.884955752
Antoniolo Castelli di Castelvetro Amaron 2014 ,0.625
Chateau Carbonnieure 2001 ,0.782608696
Domaine Bousquet Meursault 2014 ,0.885245902
Tikves Belaswoo Salucci Blanc de Blancs 2012 ,0.682926829
Bond Pluribus 2009 ,1
Turley Hayne Los Merlot 2015 ,0.72
ONEHOPE California Zinfandel 2016 ,0.970588235
Carlson Chardonnay 2014 ,0.958333333
Robert Hall Zinfandel 2013 ,0.962962963
"Black Sheep Finds Holus Bolus ""Frocher Estate Pinot Noir 2014 ",0.773109244
Knights Blend Cabernet Giffer Tokaia 2015 ,0.648648649
Jean Loron Saint-Amour Diels Cabernet Sauvignon 2014 ,0.778947368
Statti Calabria Arvino 2015 ,1
Rhys Vineyards Hill Pinot Noir 2014 ,0.835820896
Quill Diamond Mountain Yiron 2016 ,0.765432099
Wild Horse Chardonnay 2015 ,0.962962963
Zuccardi Q Malbec 2014 ,0.956521739
Epiphany Gypsy 2016 ,1
Candoni Chianti 2014 ,1
Bucci Piceno Merlot 2014 ,0.807692308
Chateau Clos Miroc 2015 ,0.816326531
Chappellet Pritchard Cabernet Sauvignon 2005 ,0.792792793
Do Fere Rose of Pinot Noir 2017 ,0.848484848
Zuccardi Malbec 2016 ,0.954545455
Artazu San Fiasto Santa Restitusary Petite Sirah 2016 ,0.634146341
Sloan Asterisk Proprietary Red Blend 2012 ,1
Alfaro Family Anderson Valley Chardonnay 2014 ,0.829268293
Keller Estate Chardonnay 2016 ,0.933333333
Graham's Sonoma Coast Syrah 2013 ,0.825396825
Ghost Block Single Vineyard Cabernet Sauvignon 2014 ,0.980769231
Domaine Lombard Vincent Girardin Pouilly Fuisse Sous ceir Un Xilen 2013 ,0.75
Robert Foley Vineyards Claret (1.5L Magnum) 1999 ,0.918367347
Domaine Font-Mars Cabernet Sauvignon 2014 ,0.976190476
Justin Isosceles Reserve 2010 ,1
House Wine Chardonnay 2014 ,0.830188679
Philippe Colin Chassagne-Montrachet 2016 ,0.975609756
Poggio Antico 2012 ,0.697674419
Carnbalas Radia Bichot Rose 2016 ,0.62295082
Apaltagua Coleccion Pinot Noir 2017 ,0.972222222
Joseph Drouhin Meursault Clos du Chateau 6 Cepages ,0.666666667
Domaine Bousquet Merlot 2014 ,0.965517241
Pecchenine Sauvignon Blanc 2016 ,0.84375
Eric Kent Smooie Red Wine Glass - Set of 4 ,0.759493671
Chateau Beau-Sejour Becot 2015 ,1
Kdine Guisse Lussy 2012 ,0.561403509
Domaine des Grillemonts Saumur Venice Chardonnay 2016 ,0.778947368
Dashe The Comet Red Blend 2014 ,0.967741935
Castello di Bolgheri Bolgheri Superiore 2016 ,0.977777778
Joseph Phelps Freestone Vineyards Columbia Valley Cabernet Sauvignon (1.5 Liter Magnum) 2014 ,0.740740741
Vinos Guerra Armas de Guerra Riserva 2012 ,0.891566265
Colgin IX Estate Red 2015 ,1
Xanadu Exmoor Cabernet Sauvignon 2011 ,0.973684211
Santa Barbara Winery Reserve 2012 ,0.835443038
La Crema Sonoma Coast Chardonnay 2013 ,0.973684211
Umen Road Cellars Petite Sirah 2016 ,0.794117647
Palauli Casaliha Serra 2013 ,0.644067797
Armand de Toreau Old Vine Grenache Elivette 2015 ,0.666666667
Alfaro Family Trouillet Cotes du Rhone Rouge 2016 ,0.698795181
Forlorn Hope Ost Hills Chardonnay 2014 ,0.714285714
Glorious Morines Old Vines Chenin Blanc 2017 ,0.738095238
Ponga Albarino 2017 ,0.87804878
Mullineux Family Wines Straw Wine (375ML half-bottle) 2016 ,1
J Vineyards Pure Red 2015 ,0.833333333
Andreville Cabernet Sauvignon 2016 ,0.878787879
Clos du Bois California Cabernet Sauvignon 2015 ,0.979166667
rock &amp; Vine Cabernet Sauvignon 2016 ,0.975
J.J. Christoffel Riesling Grand Cru Glass ,0.739726027
Listry Chenin Blanc 2014 ,0.816326531
Big Basin Woodruff Family Vineyard Chardonnay 2015 ,0.803921569
Regis Bouvier Bourgogne Pinot Noir ,0.933333333
Gary Farrell Russian River Pinot Noir 2016 ,1
Vacault Sancerre Le Bouquet Rose of Pinot Noir 2017 ,0.821052632
Dos Connepotte Pouilly-Fume (375ML half-bottle) 2006 ,0.823529412
Cayuse God Only Knows Armada Vineyard 2014 ,1
Synclante Sangiacomo Vineyard Chardonnay 2016 ,0.866666667
Anthill Farms Campbell Ranch Vineyard 2015 ,0.886597938
Louis Bernard Cotes du Rhone 2010 ,0.970588235
Giunata Negra Brut Nature 2011 ,0.735294118
Domaine Frant Vara Cabernet Sauvignon 2016 ,0.870588235
Olivier Leflaive Chassagne-Montrachet 2016 ,1
Anobeix Zinfandel 2016 ,0.808510638
The Palm by White Big Riesling 2017 ,0.686567164
Red Car Ritchie Vineyard Chardonnay 2015 ,0.975609756
Castle Rock Mendocino Claret 2016 ,0.759493671
Tomer Heritage Sirello 2003 ,0.62745098
Domaine Follin-Arbelet Comte Legende Limballis Freres Sancerre Les Grands Chenes (Futures Pre-Sale) 2017 ,0.606451613
Duckhorn Napa Valley Cabernet Sauvignon 2010 ,0.977777778
Domaine des Roses Rose 2017 ,0.827586207
Domaine Lima Pinot Gris 2017 ,0.784313725
Schramsberg Blanc de Blancs 2012 ,0.96969697
Frank Family Vineyards Chardonnay 2016 ,1
Miura Vineyards Planet Gevrey-Chambertin Combettes 2016 ,0.666666667
Piper-Heidsieck Cuvee Brut (375ML half-bottle) ,1
Silver Trini ,0.685714286
Vengot Sauvignon Blanc 2017 ,0.881355932
Beaulieu Vineyard Rutherford Cabernet Sauvignon 2013 ,0.981132075
Andrea Oberto Barbera d'Alba 2015 ,0.970588235
Au Bon Climat Isabello 2015 ,0.805970149
Cloudy Bay Pinot Noir 2014 ,0.962962963
Conceito Contraste Tinto 2013 ,0.966666667
Donnafugata SurSur Grillo 2017 ,1
Carol-Joliette Bello 2003 ,0.631578947
Frank Family Vineyards Red Blend 2015 ,0.857142857
Chateau Hosanna 2006 ,0.904761905
14 Hands Dours Geardet 2000 ,0.680851064
Chateau Canon 2001 ,0.947368421
Plan Pegau Estate Red 2011 ,0.962962963
Anderson's Conn Valley Vineyards Napa Valley Merlot 2014 ,0.841269841
Robert Mondavi Napa Valley Chardonnay (375ML half-bottle) 2004 ,0.833333333
JCB No. 21 Blue Graces Barrels 2016 ,0.575757576
Domaine Grand Cotes du Jura 2014 ,0.842105263
Tilia Merlot 2016 ,0.944444444
Clos de Nit Montilla Selekinal Cotes du Rhone 2007 ,0.630434783
Amuse Bouvier Vennum Vineyard Pinot Noir 2015 ,0.765432099
Vineyard 7 and 8 Estate Cabernet Sauvignon 2013 ,0.979166667
Conundrum Red Blend 2015 ,0.96
Sloan Proprietary Red 2000 ,0.962962963
Chateau Prieure-Lichine (Futures Pre-Sale) 2016 ,1
McManis Family Vineyards Barbera 2017 ,0.973684211
Col d'Orcial Rose 2018 ,0.734693878
Lichen Pere &amp; Fils Gevrey-Chambertin 2007 ,0.85106383
Justin Isosceles 2015 ,1
Behrens &amp; Hino Desir Gruner Veltliner 2015 ,0.704545455
Manzoni Chardonnay 2015 ,0.958333333
Arianne White Blend 2015 ,0.775510204
Sables d'Azur Rose 2016 ,0.958333333
Krappille Oria Blend Pinot Noir 2017 ,0.701298701
Domaine Michel Gros Nuits-St-Georges Ronciere Premier Cru 2013 ,0.888888889
Vino Noble Shooting Spilly Red 2016 ,0.625
Louis Ladoine Pauna 2009 ,0.666666667
Mullineux Family Wines Sonoma Coast Pinot Noir 2014 ,0.795698925
Domaine de Colette Mountain 2010 ,0.84375
Louis Jadot Beaujols Ranch Pinot Noir 2014 ,0.76056338
Colgin Tychson Hill Vineyard Cabernet Sauvignon 2013 ,1
Anthill Farms Comptche Ridge Special Selection Cabernet Sauvignon 2008 ,0.75
Sine Qua Non Demi-Sec ,0.642857143
Hundred Acre Deep Time Cabernet Sauvignon 2013 ,0.957446809
Crossbarn by Paul Hobbs Napa Valley Cabernet Sauvignon 2014 ,0.983333333
Chateau Lynch-Bages 2011 ,1
Anderson's Conn Valley Vineyards Prologue Chardonnay 2016 ,0.982758621
Bacigalupa Piccolo Chenin Blanc 2017 ,0.71875
Catena Alta Chardonnay 2015 ,1
Brick &amp; Joel Gowny Port ,0.561403509
Leone de Castris Verdeca 2016 ,0.763157895
Villa Creek Cabernet Sauvignon 2007 ,0.88
Bond Pluribus 2008 ,1
Robert Sinskey Lorra Chardonnay 2011 ,0.738461538
Domaine des Balf-bottle) 2017 ,0.68852459
Chateau Ducru-Beaucas de la Bina Rosso 2014 ,0.746666667
Bouchard Pere &amp; Fils Brut Blanc de Blancs ,0.772727273
La Fenetri Barbaresco 2014 ,0.784313725
Austerity Pinot Noir 2016 ,1
Chateau Pavie Macquin 2006 ,1
Chateau Ste. Michelle Columbia Valley Syrah 2013 ,0.979591837
Pommery By Willow's Cuvee Cabernet Sauvignon 2014 ,0.746987952
Renwood Winery BBQ Zinfandel 2013 ,0.970588235
Save Marton Rouge 2012 ,0.678571429
Duck Sauvignon Blanc 2015 ,0.892857143
Ramey Napa Valley Merlot 2016 ,0.866666667
Fleur de California Chake Pinot Noir 2014 ,0.896551724
Cellers Can Blau Blau 2017 ,1
Rock &amp; Vine Cabernet Sauvignon 2014 ,0.975
Peachy Canyon Ciel du Casse Nude 2016 ,0.76056338
Weingut Hirsch Zast Chardonnay 2016 ,0.787878788
Wines Cuvee Central Coast Rose 2017 ,0.707692308
Chateau Ste. Michelle Rose 2017 ,0.96875
Clos Santery Pinot Noir 2015 ,0.857142857
Chateau de Chantegrive Pinot Noir 2015 ,0.732394366
Cultivar Cabernet Sauvignon 2012 ,0.96969697
JCK Wet Springs Vineyard Pinot Noir 2013 ,0.80952381
Stephen Vincent Pinot Noir 2016 ,1
Rombauer Chardonnay (375ML half-bottle) 2006 ,0.955555556
Quinta do Luna Nossan Vineyard Xino Vineyard Pinot Noir 2015 ,0.71559633
Floria Fino Cervera Sonoma Zinfandel (375ML half-bottle) 2017 ,0.761061947
Antinori Marciano Vineyard Grenache 2012 ,0.740740741
Bucci Villa Bucci Riserva Verdicchio 2014 ,0.976190476
Clos Cibonne Cotes de Provence Rose 2017 ,0.88172043
