name,score
Brezza Swench Cabernet Sauvignon 2010 ,0.823529412
CVNE Contino 2013 ,0.772727273
Bevan Cellars Tench Vineyard Cabernet Sauvignon 2011 ,0.981132075
Chateau Bastor-Lamontagne Saumur-Champigny Terres Francs Cru 2016 ,0.62992126
Berlucching Cuvee Pinot Noir 2010 ,0.721311475
Domaine Louis Moreau Chablis 2017 ,0.970588235
Colosi Rosso ,0.689655172
Cono Sur Bicicleta Cabernet Sauvignon 2015 ,1
Pio Cesare Barbaresco Langhe Nebbiolo 2016 ,0.8
Helen &amp; Joel Red 2016 ,0.738461538
Casa Pinot Noir 2016 ,0.909090909
Byrigen Vineyard Pinot Noir 2004 ,0.861111111
Chateau - Cabernet / Merlot Grand Cru Glasses - Set of 4 ,0.694915254
Robert Craig Cellars Appellations Citwile Chardonnay 2016 ,0.74137931
Chateau Clos Marsalette Clos du Four 2012 ,0.711111111
Il Poder Flor de Colghain Pinot Noir ,0.666666667
anchi Cabernet Sauvignon 2014 ,0.920634921
Cave Cleu Cabernet 2015 ,0.72
RL Buller Fine Victoria Tiara 2014 ,0.733333333
Convento de Plan Rubenopre Vineyard Cabernet Sauvignon 2014 ,0.757281553
Miguel Torres Las Mula Sauvignon Blanc 2017 ,0.784810127
Apriori Cellar + Cellars Left Vineyard Cabernet Sauvignon 2015 ,0.775862069
Korbin Kameron Cabernet Franc Reserva 2016 ,0.756097561
Joel Gott Blend Sauvignon Blanc 2016 ,0.882352941
Londer Vineyards The Araucte de Branaine 2001 ,0.623655914
Gueglau tes Vers Chardonnay 2016 ,0.745762712
Helen &amp; Joey Alena Cabernet Sauvignon 2010 ,0.978723404
Henschke Croft Cabernet Sauvignon 2017 ,0.821917808
Borgo Scopeto Chianti Classico Riserva 2014 ,0.875
Cloos Rossis 2015 ,0.705882353
Bucola Brut ,0.689655172
Produttori del Cabernet Sauvignon 2013 ,0.833333333
Heinz Eifel Rose ,0.733333333
De Martino Estate Cabernet Sauvignon 2013 ,0.976190476
Vinos Guerra White Blend ,0.655737705
Banshee Leoven Red Blend 2016 ,0.730769231
Hearst Ranch Chilenous Pegouillots 2014 ,0.794871795
Joseph Jewell Grist Cabernet Sauvignon 2012 ,0.839506173
Two Hands Hon Old Vines Marsanne 2007 ,0.61971831
White Rock Vineyards Claret Cabernet Sauvignon 2013 ,0.927835052
Vaughn Duffy Sauvignon Blanc 2017 ,1
Beauxe Maria De Cuyverneau 2016 ,0.625
Hope Estate Third Mandrid Red Blend 2015 ,0.696969697
Big Smooth Old Vine Zinfandel 2016 ,0.971428571
Laurier Vineyards Freis Cabernet Sauvignon 2005 ,0.831460674
Domaines Babre Albarino 2017 ,0.754098361
Billaud-Simon Chablis Mont de Milieu Premier Cru Rouge 2016 ,0.830508475
Jean-Claude Boisset Pinot Bianco 2017 ,0.75
Caposaldo Chianti 2017 ,0.956521739
Domaine Jean Franciacorta Rose ,0.677966102
A.J. Adaming Cabernet Sauvignon 2012 ,0.823529412
Lake Sonoma Winery Dry Creek Valley Zinfandel 2015 ,0.980392157
Six Degrees Cellars Chardonnay 2014 ,0.972222222
Cellers Can the Moonlight Riesling 2016 ,0.712328767
Don Rodolfo Pinot Noir 2015 ,0.964285714
Cypress Sauvignon Blanc 2017 ,0.892857143
Nikolaihof Vinothek Rose ,0.779661017
Chateau Clinet (Futures Pre-Sale) 2017 ,0.974358974
Henschke Croft Caoly Cabernet Sauvignon 2010 ,0.763157895
Antica Townsend Vineyard Pinot Noir 2014 ,0.784810127
Michel Gassier Costieres de Nimes Red Blend 2014 ,0.811320755
Lucien Le Moine Chardonnay 2014 ,0.793103448
Vidal-Fleury Cotes du Rhone Vin Gourmand Blanc de Blancs ,0.729166667
A Portelli Chianti Classico 2015 ,0.835820896
Black Sheep Finds Holus Coldi 2017 ,0.815789474
Gaia Notiose Vineyard Chardonnay 2016 ,0.831168831
Clos Pegase Mitsuko's Vineyard Chardonnay 2015 ,0.978723404
Bodega Colombo Red Blend 2016 ,0.741935484
Neely Spring Ridge Vineyard Pinot Noir 2014 ,0.851485149
Mont-Marcal to Et 2004 ,0.620689655
Pierre Gobillard Rose Brut ,1
La Vie de Murchella Rufina 2016 ,0.6
Chateau Souverain Sauvignon Blanc 2018 ,0.974358974
Donati Family Vineyards Rutherford Cabernet Franc 2016 ,0.868686869
Tikves Jacques Perrin Vineyard Chardonnay 2015 ,0.747252747
Chanin Bien Nacido Vineyard Gewurztraminer 2016 ,0.782608696
Black Sheep Finds Hocus Pocus Syrah 2014 ,1
Clau de Nell Grolleauct 2014 ,0.928571429
Pepperwood Grove Cabernet Sauvignon ,1
Brander Cuvee Inspirado Red 2013 ,0.666666667
Beringer Sonoma Coast Chardonnay 2014 ,0.857142857
Turley Old Vine Zinfandel 2014 ,0.838709677
Jeff Cohn Cellars Haley's Reserve Cabernet Sauvignon 2005 ,0.817391304
Bouchard Pere &amp; Fils Nuits-St-Georges 2015 ,1
Lechthaler Zweigelt Crozeo Relle Village (375ML half-bottle) 2005 ,0.656716418
Col d'Orcia Brunello di Montalcino 2009 ,0.95
Robert Cantin Les McKarglier Vineyard Chardonnay 2002 ,0.744680851
Chateau Leoville Las Cases (Futures Pre-Sale) 2016 ,1
Brandlin Cabernet Franc 2014 ,0.872727273
Century Cellars Zinfandel 2014 ,0.838709677
Benovia Rosso 2016 ,0.790697674
Mullineux Family Wine Company Clos 2015 ,0.783783784
Chappellet Mountain Cabernet Sauvignon 2016 ,0.86746988
Ciacci Piccolomini d'Aragona 2013 ,0.904109589
Bettor-Giliteva Campollia 2017 ,0.566666667
Riedel Souh de Cuvee Meursault Les Golgenti 2015 ,0.646464646
Chateau Tinto 2015 ,0.842105263
Lucas &amp; Godiva Gift Box) 2016 ,0.6875
Trig Point Railyard Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2004 ,0.84057971
Juve Y Camps Cava Graccino 2016 ,0.739726027
Iron Horse Unoaked Chardonnay 2016 ,0.971428571
Domaine Seguinot-Boudots Premier Cru 2014 ,0.752941176
San Filippo Brunello di Montalcino Riserva Villafream Reserve The Contours Riesling 2013 ,0.633093525
Pomelo Paillaco Coro de Hanwood Albarino 2017 ,0.666666667
Conceito Douro Somasso Rosso 2015 ,0.733333333
Undurry's Leap Estate Reserve 2016 ,0.646153846
Chateau Coutet (Futures Pre-Sale) 2017 ,1
Bleach-Bas Sauvignon Blanc 2017 ,0.847457627
Philippe Dive La Remiso Rose 2017 ,0.607142857
Chateau Terriere Brouilly Vieilles Vignes 2011 ,0.772727273
William Fevre Chablis Vaillons Premier Cru 2015 ,0.979166667
Plan Vineyards Joy 2007 ,0.754716981
Chapel Covee Rose 2017 ,0.769230769
Yalumba The Octavides Rouge 2015 ,0.693333333
Celler del Roure Vermouth Rouge ,0.741935484
Txonos Paul Hallberg Charlie's Moullydooy 2014 ,0.528735632
Bleckson Malbec 2017 ,0.8
Fattoria Sagdi Vermentino di Borge Le Rossi Conecci Pinot Grigio 2015 ,0.594594595
Peter Mathis Uber Rouge 2014 ,0.806451613
Kanotherf Estate Chardonnay 2016 ,0.838709677
J. Davies Cabernet Sauvignon 2013 ,0.970588235
EOS Punta Perescle Di 2016 ,0.612244898
Kuleto Estate Naturel Sauvignon Blanc 2016 ,0.835443038
Clos LaChance Celillero Chardonnay 2012 ,0.76744186
Lava Cap Reserve Cabernet Sauvignon 2010 ,0.864864865
Andre Brunel Chateauneuf-du-Pape Blanc 2013 ,0.902439024
Minuty Bon Chardonnay 2014 ,0.830188679
Bedrock Wine Company Weill a Wature Alexander Valley Chardonnay (375ML half-bottle) 2017 ,0.68
Bonny Sochette Pinot Noir 2015 ,0.766666667
Boschendal Cabernet Sauvignon Grand Vin 2013 ,0.746666667
Gruet Blanc de Blanc 2013 ,0.943396226
The Withers Belgia de Otour Chardonnay 2016 ,0.704225352
Casa Silva Sauvignon Blanc 2016 ,0.827586207
Joseph Phelps Backus Vineyard Cabernet Sauvignon 2014 ,0.981481481
Toscolo Chianti Classico 2016 ,1
Sottimano Barbera d'Alba 2014 ,0.828571429
Bouchard Pere &amp; Fils Beaune Clos du Roi Grand Cru 2009 ,0.796747967
3 Deri Rose 2017 ,0.787878788
Mueller Emily's Cuvee Alta Cabernet Sauvignon 2013 ,0.755555556
Domaine Lafond Roc-Epine Rouge 2014 ,0.897435897
Rancho Sisquoc Pinot Noir 2014 ,0.967741935
Andrew Rich Croft Chardonnay 2013 ,0.769230769
Cochon Old Vine Pinot Noir 2015 ,0.835820896
Stony Hill White Blend 2013 ,0.813559322
El Esteco Don David Reserve Zinfandel 2016 ,0.829268293
Limour du Coult Cabernet Sauvignon 2016 ,0.8
Maggio Family Vineyards Estate Chardonnay 2014 ,0.896551724
Kokomo Wines Cuvee Red 2016 ,0.964285714
Anderwontesi Brovia Pinot Noir 2014 ,0.738461538
Domaine de la Charbonniere Chigas Ligureau Sauvignon Blanc 2017 ,0.738738739
Chateau Lynch-Bages (Futures Pre-Sale) 2017 ,1
Floria Faillard Beaujolais Riesling 2014 ,0.675
Sojourn J. Pireites Rouge Clos de Choue Premier Cru 2016 ,0.672727273
Katan The Bundrer Riesling Tree Vilianie 2015 ,0.644444444
Ghost Pines Cabernet Sauvignon 2011 ,0.972222222
Maltoranos Old Vine Asosels 2012 ,0.677966102
Jamieson Ranch Vineyards Double Lakey Reserve Cabernet Franc 2014 ,0.80620155
Hilliard Alta Chardonnay 2015 ,0.823529412
Flora Springs Family Estate GM Selsee A P #0502 2009 ,0.618556701
Celle Glailly La Pessisalles Vieilles Vignes 2015 ,0.631578947
Loring Wine Company California Cabernet Sauvignon 2012 ,0.804123711
Alban Pangok Cabernet Sauvignon 2016 ,0.84057971
Amici Cava Black 10 Year Old Tawny Port ,0.695652174
Tenuta Luisa Cabernet Franc 2014 ,0.96969697
Chateau Monbousquet (Futures Pre-Sale) 2017 ,1
Monte Antico Supremullo 2013 ,0.928571429
Brooks Rastaban 1999 ,0.679245283
Cayuse Biore Cabernet Sauvignon 2005 ,0.833333333
Zepalomos Central Coast Rose 2017 ,0.761904762
Peter Paul Autor Legend Cream Petite Sirah 2016 ,0.674418605
Behrens &amp; Hitchcock The Heavyweight (1.5L Magnum) 1996 ,0.93220339
Tyler Winery Sanfirolo Pinot Grigio 2017 ,0.746268657
Grimm's Blufolio Les Glau de Carvin Reserve Cabernet Sauvignon 2014 ,0.739495798
Miura Vintage Port 2016 ,0.833333333
Luca Bosio Barbera d'Asti 2016 ,0.967741935
Noble Vines 446 Monoprieto 2017 ,0.727272727
Chateau Ste. Michelle Indian Wells Vineyard Chardonnay 2016 ,1
Domaine de Durban Muscadet Sevre White Cabernet Sauvignon 2015 ,0.72
Aubert Ladoix Howell Mountain Cabernet Sauvignon 2015 ,0.862745098
Dunn Howell Mountain Cabernet Sauvignon 2014 ,1
Camigliano Gensieres Premier Cru 2015 ,0.659090909
Mullineux Family Winemakers Flaus in Scotch Batz Tawny Port ,0.581818182
Kuleto Estate Estate Chardonnay 2015 ,0.972972973
Domaine Michel Gros Premier Cru 2015 ,0.763157895
Pecchenino Bricco Botti Dogliani Superiore Dolcetto 2016 ,0.98245614
Popcorn Chardonnay 2015 ,1
Au Bon Climat Santa Barbara Pinot Noir 2014 ,0.977272727
Ruffino Riserva Ducale Oro 2007 ,0.740740741
Poggio al Tesoro Solochettor Sauvignon Blanc 2017 ,0.698795181
Clos Cibonne Cotes de Provence Unoaked Chardonnay 2015 ,0.747663551
Kooyong Ferrous Pinot Noir 2014 ,0.96875
Dog Point Vineyard Cabernet Sauvignon 2007 ,0.839506173
Cesar Florido Cellars Sonoma Coast Pinot Noir 2017 ,0.842105263
Domaine des Grillemonts Saumur Rose 2017 ,1
Dona Paula Lucchion Cabernet Sauvignon 2016 ,0.8
Chateau de Segries Tavel Rose 2017 ,1
Scar of the Obses Rose 2017 ,0.7
Loveblock Sauvignon Blanc 2017 ,1
Famille Perrin Cotes du Rhone Villages Seguret Sauvignon Blanc 2016 ,0.762711864
Madrigal Vineyards Cabernet Sauvignon 2013 ,0.879120879
Clos Du Val Cabernet Sauvignon 2012 ,0.886075949
Donnhoff Oberhauser Brucke Riesling Eiswick Adolaph Syrah 2015 ,0.747826087
Jean Loron Chardonnay 2016 ,1
Joseph Jewell Russian River Valley Chardonnay 2015 ,0.980392157
Chofflette Lyphway 1287 Cabernet Sauvignon 2015 ,0.746987952
Lecheneaut Nuits-St. Georges 2014 ,1
Vineyard 7 and 8 Estate Cabernet Sauvignon Howell Mountain 2013 ,0.839285714
Jacuzzi Primitivo 2014 ,0.956521739
Fermano Chianti Colli Senesi 2016 ,0.828571429
30 Yeart Mount Chardonnay 2016 ,0.777777778
Brundlmayer Kregady Cabernet Sauvignon (375ML half-bottle) 2000 ,0.813559322
Giornata Sounds Pinot Noir 2014 ,0.8125
Apaltagua Passimentia Barbera d'Asti 2016 ,0.684931507
Don Rodolfo Pinot Nero 2015 ,0.892857143
Altocedro Vermentino di Gallura Super Gramer's Terra de Latour Aloxe Corton 2015 ,0.571428571
Joseph Drouhin Cote de Nuits Villages 2014 ,0.976744186
Lesimple Lella Viusor Black Magnum 2014 ,0.608695652
Delaire Graff Chenin Blanc 2017 ,1
Bouchaine Estate Chardonnay 2009 ,0.939393939
Syncredel TBRate Roty Chardonnay 2015 ,0.705882353
Crowletto Castelmamo Chardonnay 2012 ,0.704225352
Kim Bohr Reserve Red Blend 2014 ,0.712328767
Fat Cantour Chardonnay 2016 ,0.833333333
Noon Eco Vineyards Reserve Claret 2013 ,0.785714286
Ruffino Il Ducale Pinot Grigio 2017 ,0.972222222
Marcassin Marcassin Vineyard Pinot Noir 2016 ,0.977777778
Scarecrow Cabernet Sauvignon 2016 ,0.970588235
Poggio San La Rocche di Castagnole Monferrato 2017 ,0.747663551
19 Crimes The Band 2014 ,0.84
Il Mourvedre 2015 ,0.761904762
Cloudy Bay Chardonnay 2016 ,1
Pol Roger Blend M Chardonnay 2014 ,0.75
Leese-Fitch Cabernet Sauvignon 2014 ,0.972222222
Duorum Columbia Valley Syrah 2016 ,0.805555556
Chateau Les Grands Chenes (Futures Pre-Sale) 2017 ,1
Domaine de Rouge Rose d'Espie Original 2015 ,0.634146341
Avalonkon Estate Grown Merlot Cabernet Sauvignon 2014 ,0.752475248
Twin Islands Claret 2015 ,0.754716981
Ferreira Esteva Laga White 2016 ,0.754716981
Ridge Pacer White Blend ,0.642857143
Hitching Post Big Cido Vineyard Pinot Noir 2010 ,0.818181818
Aubert La Coulti Garnacha Blanca 2017 ,0.702702703
Merryvale Sauvignon Blanc 2016 ,0.967741935
Secret Indulgence Estate Sauvignon Blanc 2015 ,0.790697674
Riedel Black Tie Decanter ,1
Scribe Cortese 2016 ,0.682926829
Joseph Phelps Cabernet Sauvignon 2016 ,1
Beaulieu Vineyard Bee Block CSM 2015 ,0.722222222
Finca Villafranca 2016 ,0.736842105
Adora Suvear Red 2016 ,0.75
Duval-Leroy Brut Reserve ,1
Artesa Chardonnay 2016 ,0.869565217
Barboursville Nebbiolo Reserve (1.5 Liter Magnum) 1998 ,0.725274725
Azul y Garanza Garciano 2014 ,1
Colgin Tychson Hill Calez de Bellefon Blanc de Blancs 2015 ,0.610526316
Rocca delle Martin Sauvignon Blanc 2017 ,0.783783784
Waits-Mast Family Cellars Bearita Etna Rosso 2013 ,0.747474747
Titures White Blend 2012 ,0.734693878
Realm The Absurd (1.5L Magnum) 2014 ,1
Balletto Winery Russian River Valley Chardonnay 2015 ,0.828282828
Regis Bouvier Blanc de Blancs Vignes (500ML) 2013 ,0.641975309
Etude Sta. Rita Hills Syrah 2017 ,0.789473684
Ridge Three Rip Chardonnay 2016 ,0.779661017
Keenan Napa Valley Merlot (375ML half-bottle) 2015 ,1
Gruet Blanc de Noirs (375ML half-bottle) ,1
Penfolds Blew Rose 2017 ,0.75
Kalen Pinot Noir 2016 ,0.909090909
Marchesi di Family Cabernet Sauvignon 2011 ,0.875
Boutari Naop 2016 ,0.820512821
Stony Hill White Blend ,0.740740741
Laurent-Perrier La Riotte Pinot Noir 2016 ,0.712328767
Andrew Rich Martan County Cabernet Sauvignon 2014 ,0.752688172
Luca Beso de Barrantano Cabernet Sauvignon 2012 ,0.757894737
Scholium Project Andes Albarino 2017 ,0.743589744
Ironstone Chenin Blanc 2014 ,0.964285714
Ruffino Imperial Reserva 2006 ,0.666666667
Banshee Mordecai Proprietary Red 2014 ,0.973684211
Balverne Cabernet Sauvignon 2017 ,0.96969697
Chateau d'Yquem Sauternes (375ML half-bottle) 2014 ,1
Barnett Vineyards Peacocches Vineyard Block 10 (375ML half-bottle) ,0.629032258
Ryme Las Beaune Clos de Cuepa Cava Brut ,0.555555556
Amici Chardonnay 2015 ,0.844444444
Robert Mondavi Napa Valley Cabernet Sauvignon 2013 ,0.980392157
Bailly Lapierre Blanc de Blancs ,0.741935484
Billaud-Simon Chablis Mont de Milieu Premier Cru Chablis 2012 ,0.8
Domaine de la Mordoree Chateauneuf-du-Pape 2014 ,0.863157895
Tenuta Salderiza Pere Muriel Vermentino 2017 ,0.65060241
Chateau des Beau 2013 ,0.80952381
Domaine Thibault Liger-Belair Volnas Vignes Pinot Noir 2014 ,0.738738739
Chateau Grand Barrail Lamarzelle Figeac 2016 ,1
Baileya Form Sauvignon Blanc 2018 ,0.8125
Benanti Etna Rosso 2016 ,1
Wild Horse Cabernet Sauvignon 2014 ,1
Loire Petite Sirah 2014 ,0.84
Four Vines Big Store Creek Vineyard Cabernet Sauvignon 2012 ,0.776699029
Luddite Saboteur Cetailler Old Vine Riesling 2015 ,0.658536585
Chateau Teyssier 2017 ,0.954545455
In Point Costama Decanter ,0.612244898
Downes Family Estate Pinot Noir 2014 ,0.837837838
Frisson Wines Bigun Drap Futures Provence Rose 2007 ,0.588235294
Pride North Pinot Noir 2017 ,0.793650794
Clos Fourtet (1.5 Liter Futures Pre-Sale) 2017 ,0.930693069
HobNob Pinot Noir 2014 ,0.956521739
Luigi Borbelee Combottes Premier Cru 2013 ,0.622641509
Louis Bouillot Perle de Nuits Villages 2014 ,0.786516854
Domaine Chaume-Arnaud Cotes du Rhone 2016 ,1
Sterling Napa Cabernet Sauvignon 2016 ,1
Clos du Bois Pinot Noir 2014 ,0.965517241
Lillet Blanchottoria Rose 2015 ,0.64516129
Chateau Chauvin (Futures Pre-Sale) 2017 ,0.975
Bouchard Pere &amp; Fils Beaune Clos du Fonteny Corkscrew ,0.699186992
Twooty Vineyards Reserve Cabernet Sauvignon 2010 ,0.875
Punt Road Zinfandel 2014 ,0.765957447
St. Innocent Zenith Vineyard Pinot Noir 2014 ,1
Indaba Chardonnay 2014 ,0.956521739
Domaine Dupoy Cabernet Sauvignon 2016 ,0.853333333
Ojai Pinot Noir 2013 ,0.88372093
De Martino Estate Cabernet Sauvignon Howell Mountain 2012 ,0.872727273
Nautilus Clos de Malte Blanc 2016 ,0.675
Twow Miner Vineyard Pinot Noir 2005 ,0.788732394
Tilia Towno 2006 ,0.722222222
Secret Indulgence Evolucciano Chianti Classico Riserva (375ML half-bottle) 2014 ,0.75862069
Yalumba Late Bonneville Brut ,0.608695652
BonAnno Pinot Noir 2015 ,0.958333333
Cellar Pinol Performal Cotes du Rhone St. Esprit Rose 2016 ,0.792079208
Despaud Cabernet Sauvignon (6 Liter Bottle) 2014 ,0.796460177
Aubert Laroche Chablis 2015 ,0.654545455
Andrew Will Winery Merlot 2016 ,1
McManis Family Vineyards Merlot 2016 ,0.972972973
Dashe Todduria Pinot Noir 2015 ,0.763636364
Hayes Ranch Cabernet Sauvignon 2014 ,0.972222222
Domaine Dubois Bernard Chorneau (Futures Pre-Sale) 2017 ,0.752475248
Viva Italice Pinot Grigio 2017 ,0.819672131
Bodegas Intesins Cabernet Sauvignon 2016 ,0.826666667
Hugel Riesling 2017 ,0.95
Byris Rose 2017 ,0.838709677
Saxum Terry Hills Chardonnay 2013 ,0.786885246
Guigal Chotard Cabernet Sauvignon 2008 ,0.8
Inparre Farm Albarino 2017 ,0.84
Seghesio Home Ranch Zinfandel 2012 ,0.971428571
Domaine Amido Tavel Rose 2017 ,0.782608696
Ancient Peaks Paso Robles Montmains Paso de Milieu Premier Cru Chablis 2015 ,0.727272727
A Trine Le Rochoy 2017 ,0.690909091
Roucert Pas De Barrel Auction) 2014 ,0.625
Chateau de Cy Fleurie 2015 ,0.784313725
Cristolanco Chardonnay 2017 ,0.830188679
Chateau Gian 2004 ,0.842105263
Chateau Marlborough Les Brugueres 2015 ,0.65
Cenyth Red Blend 2016 ,0.954545455
Chateau Ste. Michelle Cold Creek Vineyard Cabernet Sauvignon 2016 ,0.984848485
Kay Brothers Block 6 Shiraz 2013 ,1
Giornata Barbera 2016 ,0.954545455
Hearst Ranch Pico Creek Chardonnay 2015 ,0.842105263
McIntyre Estate Chardonnay 2014 ,0.96875
Rutherford Vintners Chardonnay 2016 ,0.972222222
Clarks delle Tempranillo 2015 ,0.75
Haine les Paleta Non Alma Rosado 2016 ,0.648648649
Vino Noceto San Martinula 2010 ,0.711864407
Big Quinta do Noval Noval di Montepulciano Riserva 2013 ,0.710280374
Pope Pinot Noir 2015 ,0.87804878
Valdespino Pecorino 2016 ,0.765957447
William Fevre Chablis 2015 ,0.838709677
Duckhorn Napa Valley Cabernet Sauvignon 2015 ,1
Calina Cava Brut Reserva ,0.8
Saint Coste Londee de Tonnes Blanches 2013 ,0.630434783
Ruffino Bonzana Tinto 2015 ,0.666666667
Seghesio Sonoma Zinfandel (375ML half-bottle) 2006 ,0.980392157
Le Pelley Mas No. Bourgogne Pinot Noir 2015 ,0.738095238
Beau Joie Sugard Moscato Rose 2017 ,0.684931507
Tournon Musert Cuttings 2017 ,0.607142857
Kuleto Estate Grown Sauvignon Blanc 2018 ,0.843373494
Baker Lane Chardonnay 2016 ,0.888888889
Ken Forrester Petit Cabernet Sauvignon 2016 ,1
Ghost Block Sauvignon Blanc 2017 ,0.857142857
Tilien Cotes du Jura Chardonnay 2013 ,0.814814815
A.P. Vin Caldenet Red Blend 2012 ,0.701754386
CottonWoor Cabernet Sauvignon 2014 ,0.848484848
Stephen Vincent Chardonnay 2015 ,1
Johan Vineyards Old Dergeo Bridlego Blanc 2016 ,0.643678161
Mira Winery Stanly Ranch Pinot Noir Rose 2016 ,0.91954023
Feudo di Santa Tresa Purato Nero d'Avola 2016 ,0.97826087
Pezzinger St. Laurent Blanc de Blancs ,0.712328767
Chateau Ste. Michelle Mimosa Pinot Nero ,0.769230769
Selby Cabernet Sauvignon 2013 ,1
Domaine Faiveley Noint Cabernet Sauvignon 2012 ,0.80952381
Domaine Emile Beyer Deslano Clos Rochettes 2016 ,0.707070707
Clos Fourchaume Petite Sirah 2016 ,0.741935484
Uriondo Txakoli Bianco 2016 ,0.735294118
Andrew Will Winery Merlot 2015 ,1
Bruce Patch Harris Krizzantei Reserve Bourgogne Blanc 2013 ,0.593220339
Bouchard Aine &amp; Fils Pouilly-Fuisse 2014 ,0.977777778
Cypress Cabernet Sauvignon 2015 ,0.96875
Johan Vineyards Estate Pinot Noir 2013 ,0.936708861
Bouchard Santa Barbara County Pinot Noir 2017 ,0.821052632
Domaine Fercherron Chateauneuf-du-Pape Vieilles Vignes 2014 ,0.883333333
Meo-Celler Valley Pinot Noir 2016 ,0.793650794
Domaine Bourillon-Dorlbothes Xamhas Cuvee Speciale Cuvee (3 Liter Bottle) 2009 ,0.552147239
Giovanni Alment Corton Grand Cru (scuffed label) 1998 ,0.661290323
Chateau Souverain Merlot 2015 ,0.966666667
Chateau de Beauregard Cuvee Cabernet Sauvignon-Merlot 2014 ,0.701754386
Fleur du Cap Chardonnay 2016 ,0.965517241
Red Car Estate Gris 2015 ,0.75
Conde Villar Tinto Reserva 2012 ,0.830769231
Rocca Family Vineyards Zinfandel 2014 ,0.871794872
Bortolo Rosso di Montalcino 2015 ,0.861538462
Sobon Estate Origin Secatelle 2016 ,0.712328767
De Martino Legado Carignan 2015 ,0.861538462
Feudi del Pisciotto Tenura Zingage 2012 ,0.697674419
Banfi Bernardi Cuvee Blanc 2014 ,0.689655172
Domaine de Beaurenard Cotes du Rhone Chateau Nencus 2013 ,0.828282828
Clos Floridene Chardonnay 2014 ,0.79245283
Ridge Pecorino 2017 ,0.761904762
Oak Farm The Rose 2017 ,0.8
Borgo Scopeto Chianti Classico 2015 ,1
Pedralongal Rose 2017 ,0.769230769
Gamble Family Vineyards Malbec 2016 ,0.885714286
Clockwort Cabernet Sauvignon 2014 ,0.941176471
Titus Cabernet Sauvignon 2016 ,1
Domaine D'Inclier Bendrone Barbera D'Aste Chatelaves 2016 ,0.588235294
J. Lohr Wildfles Estate Semillon Sancerre 2017 ,0.64
Bouchaud Chardonnay 2016 ,0.88
Brick Barn Pinot Noir 2016 ,1
Masi Rosa Pinot Noir 2015 ,0.857142857
Andrew Rich Cru 2016 ,0.703703704
Chateau de Lagrezs 2012 ,0.826086957
